sample	time	resource	inoculum	replicate.id
S_03899	Day_041	Medium-B	Water	7
S_03900	Day_041	Medium-B	Water	8
S_03901	Day_041	Medium-B	Soil	5
S_03902	Day_041	Medium-B	Soil	6
S_03903	Day_041	Medium-B	Soil	7
S_03904	Day_041	Medium-B	Soil	8
S_03913	Day_041	Medium-C	Water	1
S_03914	Day_041	Medium-C	Water	2
S_03915	Day_041	Medium-C	Water	3
S_03916	Day_041	Medium-C	Water	4
S_03917	Day_041	Medium-C	Soil	1
S_03918	Day_041	Medium-C	Soil	2
S_03919	Day_041	Medium-C	Soil	3
S_03920	Day_041	Medium-C	Soil	4
S_03929	Day_041	Medium-C	Water	5
S_03930	Day_041	Medium-C	Water	6
S_03931	Day_041	Medium-C	Water	7
S_03932	Day_041	Medium-C	Water	8
S_03933	Day_041	Medium-C	Soil	5
S_03934	Day_041	Medium-C	Soil	6
S_03935	Day_041	Medium-C	Soil	7
S_03936	Day_041	Medium-C	Soil	8
S_03945	Day_042	Medium-A	Water	1
S_03946	Day_042	Medium-A	Water	2
S_03947	Day_042	Medium-A	Water	3
S_03948	Day_042	Medium-A	Water	4
S_03949	Day_042	Medium-A	Soil	1
S_03950	Day_042	Medium-A	Soil	2
S_03951	Day_042	Medium-A	Soil	3
S_03952	Day_042	Medium-A	Soil	4
S_03961	Day_042	Medium-A	Water	5
S_03962	Day_042	Medium-A	Water	6
S_03963	Day_042	Medium-A	Water	7
S_03964	Day_042	Medium-A	Water	8
S_03965	Day_042	Medium-A	Soil	5
S_03966	Day_042	Medium-A	Soil	6
S_03967	Day_042	Medium-A	Soil	7
S_03968	Day_042	Medium-A	Soil	8
S_03977	Day_042	Medium-B	Water	1
S_03978	Day_042	Medium-B	Water	2
S_03979	Day_042	Medium-B	Water	3
S_03980	Day_042	Medium-B	Water	4
S_03981	Day_042	Medium-B	Soil	1
S_03982	Day_042	Medium-B	Soil	2
S_03983	Day_042	Medium-B	Soil	3
S_03984	Day_042	Medium-B	Soil	4
S_03993	Day_042	Medium-B	Water	5
S_03994	Day_042	Medium-B	Water	6
S_03995	Day_042	Medium-B	Water	7
S_03996	Day_042	Medium-B	Water	8
S_03997	Day_042	Medium-B	Soil	5
S_03998	Day_042	Medium-B	Soil	6
S_03999	Day_042	Medium-B	Soil	7
S_04000	Day_042	Medium-B	Soil	8
S_04009	Day_042	Medium-C	Water	1
S_04010	Day_042	Medium-C	Water	2
S_04011	Day_042	Medium-C	Water	3
S_04012	Day_042	Medium-C	Water	4
S_04013	Day_042	Medium-C	Soil	1
S_04014	Day_042	Medium-C	Soil	2
S_04015	Day_042	Medium-C	Soil	3
S_04016	Day_042	Medium-C	Soil	4
S_04025	Day_042	Medium-C	Water	5
S_04026	Day_042	Medium-C	Water	6
S_04027	Day_042	Medium-C	Water	7
S_04028	Day_042	Medium-C	Water	8
S_04029	Day_042	Medium-C	Soil	5
S_04030	Day_042	Medium-C	Soil	6
S_04031	Day_042	Medium-C	Soil	7
S_04032	Day_042	Medium-C	Soil	8
S_04041	Day_043	Medium-A	Water	1
S_04042	Day_043	Medium-A	Water	2
S_04043	Day_043	Medium-A	Water	3
S_04044	Day_043	Medium-A	Water	4
S_04045	Day_043	Medium-A	Soil	1
S_04046	Day_043	Medium-A	Soil	2
S_04047	Day_043	Medium-A	Soil	3
S_04048	Day_043	Medium-A	Soil	4
S_04057	Day_043	Medium-A	Water	5
S_04058	Day_043	Medium-A	Water	6
S_04059	Day_043	Medium-A	Water	7
S_04060	Day_043	Medium-A	Water	8
S_04061	Day_043	Medium-A	Soil	5
S_04062	Day_043	Medium-A	Soil	6
S_04063	Day_043	Medium-A	Soil	7
S_04064	Day_043	Medium-A	Soil	8
S_04073	Day_043	Medium-B	Water	1
S_04074	Day_043	Medium-B	Water	2
S_04075	Day_043	Medium-B	Water	3
S_04076	Day_043	Medium-B	Water	4
S_04077	Day_043	Medium-B	Soil	1
S_04078	Day_043	Medium-B	Soil	2
S_04079	Day_043	Medium-B	Soil	3
S_04080	Day_043	Medium-B	Soil	4
S_04089	Day_043	Medium-B	Water	5
S_04090	Day_043	Medium-B	Water	6
S_04091	Day_043	Medium-B	Water	7
S_04092	Day_043	Medium-B	Water	8
S_04093	Day_043	Medium-B	Soil	5
S_04094	Day_043	Medium-B	Soil	6
S_04095	Day_043	Medium-B	Soil	7
S_04096	Day_043	Medium-B	Soil	8
S_04105	Day_043	Medium-C	Water	1
S_04106	Day_043	Medium-C	Water	2
S_04107	Day_043	Medium-C	Water	3
S_04108	Day_043	Medium-C	Water	4
S_04109	Day_043	Medium-C	Soil	1
S_04110	Day_043	Medium-C	Soil	2
S_04111	Day_043	Medium-C	Soil	3
S_04112	Day_043	Medium-C	Soil	4
S_04121	Day_043	Medium-C	Water	5
S_04122	Day_043	Medium-C	Water	6
S_04123	Day_043	Medium-C	Water	7
S_04124	Day_043	Medium-C	Water	8
S_04125	Day_043	Medium-C	Soil	5
S_04126	Day_043	Medium-C	Soil	6
S_04127	Day_043	Medium-C	Soil	7
S_04128	Day_043	Medium-C	Soil	8
S_04137	Day_044	Medium-A	Water	1
S_04138	Day_044	Medium-A	Water	2
S_04139	Day_044	Medium-A	Water	3
S_04140	Day_044	Medium-A	Water	4
S_04141	Day_044	Medium-A	Soil	1
S_04142	Day_044	Medium-A	Soil	2
S_04143	Day_044	Medium-A	Soil	3
S_04144	Day_044	Medium-A	Soil	4
S_04153	Day_044	Medium-A	Water	5
S_04154	Day_044	Medium-A	Water	6
S_04155	Day_044	Medium-A	Water	7
S_04156	Day_044	Medium-A	Water	8
S_04157	Day_044	Medium-A	Soil	5
S_04158	Day_044	Medium-A	Soil	6
S_04159	Day_044	Medium-A	Soil	7
S_04160	Day_044	Medium-A	Soil	8
S_04169	Day_044	Medium-B	Water	1
S_04170	Day_044	Medium-B	Water	2
S_04171	Day_044	Medium-B	Water	3
S_04172	Day_044	Medium-B	Water	4
S_04173	Day_044	Medium-B	Soil	1
S_04174	Day_044	Medium-B	Soil	2
S_04175	Day_044	Medium-B	Soil	3
S_04176	Day_044	Medium-B	Soil	4
S_04185	Day_044	Medium-B	Water	5
S_04186	Day_044	Medium-B	Water	6
S_04187	Day_044	Medium-B	Water	7
S_04188	Day_044	Medium-B	Water	8
S_04189	Day_044	Medium-B	Soil	5
S_04190	Day_044	Medium-B	Soil	6
S_04191	Day_044	Medium-B	Soil	7
S_04192	Day_044	Medium-B	Soil	8
S_04201	Day_044	Medium-C	Water	1
S_04202	Day_044	Medium-C	Water	2
S_04203	Day_044	Medium-C	Water	3
S_04204	Day_044	Medium-C	Water	4
S_04205	Day_044	Medium-C	Soil	1
S_04206	Day_044	Medium-C	Soil	2
S_04207	Day_044	Medium-C	Soil	3
S_04208	Day_044	Medium-C	Soil	4
S_04217	Day_044	Medium-C	Water	5
S_04218	Day_044	Medium-C	Water	6
S_04219	Day_044	Medium-C	Water	7
S_04220	Day_044	Medium-C	Water	8
S_04221	Day_044	Medium-C	Soil	5
S_04222	Day_044	Medium-C	Soil	6
S_04223	Day_044	Medium-C	Soil	7
S_04224	Day_044	Medium-C	Soil	8
S_04233	Day_045	Medium-A	Water	1
S_04234	Day_045	Medium-A	Water	2
S_04235	Day_045	Medium-A	Water	3
S_04236	Day_045	Medium-A	Water	4
S_04237	Day_045	Medium-A	Soil	1
S_04238	Day_045	Medium-A	Soil	2
S_04239	Day_045	Medium-A	Soil	3
S_04240	Day_045	Medium-A	Soil	4
S_04249	Day_045	Medium-A	Water	5
S_04250	Day_045	Medium-A	Water	6
S_04251	Day_045	Medium-A	Water	7
S_04252	Day_045	Medium-A	Water	8
S_04253	Day_045	Medium-A	Soil	5
S_04254	Day_045	Medium-A	Soil	6
S_04255	Day_045	Medium-A	Soil	7
S_04256	Day_045	Medium-A	Soil	8
S_04265	Day_045	Medium-B	Water	1
S_04266	Day_045	Medium-B	Water	2
S_04267	Day_045	Medium-B	Water	3
S_04268	Day_045	Medium-B	Water	4
S_04269	Day_045	Medium-B	Soil	1
S_04270	Day_045	Medium-B	Soil	2
S_04271	Day_045	Medium-B	Soil	3
S_04272	Day_045	Medium-B	Soil	4
S_04281	Day_045	Medium-B	Water	5
S_04282	Day_045	Medium-B	Water	6
S_04283	Day_045	Medium-B	Water	7
S_04284	Day_045	Medium-B	Water	8
S_04285	Day_045	Medium-B	Soil	5
S_04286	Day_045	Medium-B	Soil	6
S_04287	Day_045	Medium-B	Soil	7
S_04288	Day_045	Medium-B	Soil	8
S_04297	Day_045	Medium-C	Water	1
S_04298	Day_045	Medium-C	Water	2
S_04299	Day_045	Medium-C	Water	3
S_04300	Day_045	Medium-C	Water	4
S_04301	Day_045	Medium-C	Soil	1
S_04302	Day_045	Medium-C	Soil	2
S_04303	Day_045	Medium-C	Soil	3
S_04304	Day_045	Medium-C	Soil	4
S_04313	Day_045	Medium-C	Water	5
S_04314	Day_045	Medium-C	Water	6
S_04315	Day_045	Medium-C	Water	7
S_04316	Day_045	Medium-C	Water	8
S_04317	Day_045	Medium-C	Soil	5
S_04318	Day_045	Medium-C	Soil	6
S_04319	Day_045	Medium-C	Soil	7
S_04320	Day_045	Medium-C	Soil	8
S_04329	Day_046	Medium-A	Water	1
S_04330	Day_046	Medium-A	Water	2
S_04331	Day_046	Medium-A	Water	3
S_04332	Day_046	Medium-A	Water	4
S_04333	Day_046	Medium-A	Soil	1
S_04334	Day_046	Medium-A	Soil	2
S_04335	Day_046	Medium-A	Soil	3
S_04336	Day_046	Medium-A	Soil	4
S_04345	Day_046	Medium-A	Water	5
S_04346	Day_046	Medium-A	Water	6
S_04347	Day_046	Medium-A	Water	7
S_04348	Day_046	Medium-A	Water	8
S_04349	Day_046	Medium-A	Soil	5
S_04350	Day_046	Medium-A	Soil	6
S_04351	Day_046	Medium-A	Soil	7
S_04352	Day_046	Medium-A	Soil	8
S_04361	Day_046	Medium-B	Water	1
S_04362	Day_046	Medium-B	Water	2
S_04363	Day_046	Medium-B	Water	3
S_04364	Day_046	Medium-B	Water	4
S_04365	Day_046	Medium-B	Soil	1
S_04366	Day_046	Medium-B	Soil	2
S_04367	Day_046	Medium-B	Soil	3
S_04368	Day_046	Medium-B	Soil	4
S_04377	Day_046	Medium-B	Water	5
S_04378	Day_046	Medium-B	Water	6
S_04379	Day_046	Medium-B	Water	7
S_04380	Day_046	Medium-B	Water	8
S_04381	Day_046	Medium-B	Soil	5
S_04382	Day_046	Medium-B	Soil	6
S_04383	Day_046	Medium-B	Soil	7
S_04384	Day_046	Medium-B	Soil	8
S_04393	Day_046	Medium-C	Water	1
S_04394	Day_046	Medium-C	Water	2
S_04395	Day_046	Medium-C	Water	3
S_04396	Day_046	Medium-C	Water	4
S_04397	Day_046	Medium-C	Soil	1
S_04398	Day_046	Medium-C	Soil	2
S_04399	Day_046	Medium-C	Soil	3
S_04400	Day_046	Medium-C	Soil	4
S_04409	Day_046	Medium-C	Water	5
S_04410	Day_046	Medium-C	Water	6
S_04411	Day_046	Medium-C	Water	7
S_04412	Day_046	Medium-C	Water	8
S_04413	Day_046	Medium-C	Soil	5
S_04414	Day_046	Medium-C	Soil	6
S_04415	Day_046	Medium-C	Soil	7
S_04416	Day_046	Medium-C	Soil	8
S_04425	Day_047	Medium-A	Water	1
S_04426	Day_047	Medium-A	Water	2
S_04427	Day_047	Medium-A	Water	3
S_04428	Day_047	Medium-A	Water	4
S_04429	Day_047	Medium-A	Soil	1
S_04430	Day_047	Medium-A	Soil	2
S_04431	Day_047	Medium-A	Soil	3
S_04432	Day_047	Medium-A	Soil	4
S_04441	Day_047	Medium-A	Water	5
S_04442	Day_047	Medium-A	Water	6
S_04443	Day_047	Medium-A	Water	7
S_04444	Day_047	Medium-A	Water	8
S_04445	Day_047	Medium-A	Soil	5
S_04446	Day_047	Medium-A	Soil	6
S_04447	Day_047	Medium-A	Soil	7
S_04448	Day_047	Medium-A	Soil	8
S_04457	Day_047	Medium-B	Water	1
S_04458	Day_047	Medium-B	Water	2
S_04459	Day_047	Medium-B	Water	3
S_04460	Day_047	Medium-B	Water	4
S_04461	Day_047	Medium-B	Soil	1
S_04462	Day_047	Medium-B	Soil	2
S_04463	Day_047	Medium-B	Soil	3
S_04464	Day_047	Medium-B	Soil	4
S_04473	Day_047	Medium-B	Water	5
S_04474	Day_047	Medium-B	Water	6
S_04475	Day_047	Medium-B	Water	7
S_04476	Day_047	Medium-B	Water	8
S_04477	Day_047	Medium-B	Soil	5
S_04478	Day_047	Medium-B	Soil	6
S_04479	Day_047	Medium-B	Soil	7
S_04480	Day_047	Medium-B	Soil	8
S_04489	Day_047	Medium-C	Water	1
S_04490	Day_047	Medium-C	Water	2
S_04491	Day_047	Medium-C	Water	3
S_04492	Day_047	Medium-C	Water	4
S_04493	Day_047	Medium-C	Soil	1
S_04494	Day_047	Medium-C	Soil	2
S_04495	Day_047	Medium-C	Soil	3
S_04496	Day_047	Medium-C	Soil	4
S_04505	Day_047	Medium-C	Water	5
S_04506	Day_047	Medium-C	Water	6
S_04507	Day_047	Medium-C	Water	7
S_04508	Day_047	Medium-C	Water	8
S_04509	Day_047	Medium-C	Soil	5
S_04510	Day_047	Medium-C	Soil	6
S_04511	Day_047	Medium-C	Soil	7
S_04512	Day_047	Medium-C	Soil	8
S_04521	Day_048	Medium-A	Water	1
S_04522	Day_048	Medium-A	Water	2
S_04523	Day_048	Medium-A	Water	3
S_04524	Day_048	Medium-A	Water	4
S_04525	Day_048	Medium-A	Soil	1
S_04526	Day_048	Medium-A	Soil	2
S_04527	Day_048	Medium-A	Soil	3
S_04528	Day_048	Medium-A	Soil	4
S_04537	Day_048	Medium-A	Water	5
S_04538	Day_048	Medium-A	Water	6
S_04539	Day_048	Medium-A	Water	7
S_04540	Day_048	Medium-A	Water	8
S_04541	Day_048	Medium-A	Soil	5
S_04542	Day_048	Medium-A	Soil	6
S_04543	Day_048	Medium-A	Soil	7
S_04544	Day_048	Medium-A	Soil	8
S_04553	Day_048	Medium-B	Water	1
S_04554	Day_048	Medium-B	Water	2
S_04555	Day_048	Medium-B	Water	3
S_04556	Day_048	Medium-B	Water	4
S_04557	Day_048	Medium-B	Soil	1
S_04558	Day_048	Medium-B	Soil	2
S_04559	Day_048	Medium-B	Soil	3
S_04560	Day_048	Medium-B	Soil	4
S_04569	Day_048	Medium-B	Water	5
S_04570	Day_048	Medium-B	Water	6
S_04571	Day_048	Medium-B	Water	7
S_04572	Day_048	Medium-B	Water	8
S_04573	Day_048	Medium-B	Soil	5
S_04574	Day_048	Medium-B	Soil	6
S_04575	Day_048	Medium-B	Soil	7
S_04576	Day_048	Medium-B	Soil	8
S_04585	Day_048	Medium-C	Water	1
S_04586	Day_048	Medium-C	Water	2
S_04587	Day_048	Medium-C	Water	3
S_04588	Day_048	Medium-C	Water	4
S_04589	Day_048	Medium-C	Soil	1
S_04590	Day_048	Medium-C	Soil	2
S_04591	Day_048	Medium-C	Soil	3
S_04592	Day_048	Medium-C	Soil	4
S_04601	Day_048	Medium-C	Water	5
S_04602	Day_048	Medium-C	Water	6
S_04603	Day_048	Medium-C	Water	7
S_04604	Day_048	Medium-C	Water	8
S_04605	Day_048	Medium-C	Soil	5
S_04606	Day_048	Medium-C	Soil	6
S_04607	Day_048	Medium-C	Soil	7
S_04608	Day_048	Medium-C	Soil	8
S_04617	Day_049	Medium-A	Water	1
S_04618	Day_049	Medium-A	Water	2
S_04619	Day_049	Medium-A	Water	3
S_04620	Day_049	Medium-A	Water	4
S_04621	Day_049	Medium-A	Soil	1
S_04622	Day_049	Medium-A	Soil	2
S_04623	Day_049	Medium-A	Soil	3
S_04624	Day_049	Medium-A	Soil	4
S_04633	Day_049	Medium-A	Water	5
S_04634	Day_049	Medium-A	Water	6
S_04635	Day_049	Medium-A	Water	7
S_04636	Day_049	Medium-A	Water	8
S_04637	Day_049	Medium-A	Soil	5
S_04638	Day_049	Medium-A	Soil	6
S_04639	Day_049	Medium-A	Soil	7
S_04640	Day_049	Medium-A	Soil	8
S_04649	Day_049	Medium-B	Water	1
S_04650	Day_049	Medium-B	Water	2
S_04651	Day_049	Medium-B	Water	3
S_04652	Day_049	Medium-B	Water	4
S_04653	Day_049	Medium-B	Soil	1
S_04654	Day_049	Medium-B	Soil	2
S_04655	Day_049	Medium-B	Soil	3
S_04656	Day_049	Medium-B	Soil	4
S_04665	Day_049	Medium-B	Water	5
S_04666	Day_049	Medium-B	Water	6
S_04667	Day_049	Medium-B	Water	7
S_04668	Day_049	Medium-B	Water	8
S_04669	Day_049	Medium-B	Soil	5
S_04670	Day_049	Medium-B	Soil	6
S_04671	Day_049	Medium-B	Soil	7
S_04672	Day_049	Medium-B	Soil	8
S_04681	Day_049	Medium-C	Water	1
S_04682	Day_049	Medium-C	Water	2
S_04683	Day_049	Medium-C	Water	3
S_04684	Day_049	Medium-C	Water	4
S_04685	Day_049	Medium-C	Soil	1
S_04686	Day_049	Medium-C	Soil	2
S_04687	Day_049	Medium-C	Soil	3
S_04688	Day_049	Medium-C	Soil	4
S_04697	Day_049	Medium-C	Water	5
S_04698	Day_049	Medium-C	Water	6
S_04699	Day_049	Medium-C	Water	7
S_04700	Day_049	Medium-C	Water	8
S_04701	Day_049	Medium-C	Soil	5
S_04702	Day_049	Medium-C	Soil	6
S_04703	Day_049	Medium-C	Soil	7
S_04704	Day_049	Medium-C	Soil	8
S_04713	Day_050	Medium-A	Water	1
S_04714	Day_050	Medium-A	Water	2
S_04715	Day_050	Medium-A	Water	3
S_04716	Day_050	Medium-A	Water	4
S_04717	Day_050	Medium-A	Soil	1
S_04718	Day_050	Medium-A	Soil	2
S_04719	Day_050	Medium-A	Soil	3
S_04720	Day_050	Medium-A	Soil	4
S_04729	Day_050	Medium-A	Water	5
S_04730	Day_050	Medium-A	Water	6
S_04731	Day_050	Medium-A	Water	7
S_04732	Day_050	Medium-A	Water	8
S_04733	Day_050	Medium-A	Soil	5
S_04734	Day_050	Medium-A	Soil	6
S_04735	Day_050	Medium-A	Soil	7
S_04736	Day_050	Medium-A	Soil	8
S_04745	Day_050	Medium-B	Water	1
S_04746	Day_050	Medium-B	Water	2
S_04747	Day_050	Medium-B	Water	3
S_04748	Day_050	Medium-B	Water	4
S_04749	Day_050	Medium-B	Soil	1
S_04750	Day_050	Medium-B	Soil	2
S_04751	Day_050	Medium-B	Soil	3
S_04752	Day_050	Medium-B	Soil	4
S_04761	Day_050	Medium-B	Water	5
S_04762	Day_050	Medium-B	Water	6
S_04763	Day_050	Medium-B	Water	7
S_04764	Day_050	Medium-B	Water	8
S_04765	Day_050	Medium-B	Soil	5
S_04766	Day_050	Medium-B	Soil	6
S_04767	Day_050	Medium-B	Soil	7
S_04768	Day_050	Medium-B	Soil	8
S_04777	Day_050	Medium-C	Water	1
S_04778	Day_050	Medium-C	Water	2
S_04779	Day_050	Medium-C	Water	3
S_04780	Day_050	Medium-C	Water	4
S_04781	Day_050	Medium-C	Soil	1
S_04782	Day_050	Medium-C	Soil	2
S_04783	Day_050	Medium-C	Soil	3
S_04784	Day_050	Medium-C	Soil	4
S_04793	Day_050	Medium-C	Water	5
S_04794	Day_050	Medium-C	Water	6
S_04795	Day_050	Medium-C	Water	7
S_04796	Day_050	Medium-C	Water	8
S_04797	Day_050	Medium-C	Soil	5
S_04798	Day_050	Medium-C	Soil	6
S_04799	Day_050	Medium-C	Soil	7
S_04800	Day_050	Medium-C	Soil	8
S_04809	Day_051	Medium-A	Water	1
S_04810	Day_051	Medium-A	Water	2
S_04811	Day_051	Medium-A	Water	3
S_04812	Day_051	Medium-A	Water	4
S_04813	Day_051	Medium-A	Soil	1
S_04814	Day_051	Medium-A	Soil	2
S_04815	Day_051	Medium-A	Soil	3
S_04816	Day_051	Medium-A	Soil	4
S_04825	Day_051	Medium-A	Water	5
S_04826	Day_051	Medium-A	Water	6
S_04827	Day_051	Medium-A	Water	7
S_04828	Day_051	Medium-A	Water	8
S_04829	Day_051	Medium-A	Soil	5
S_04830	Day_051	Medium-A	Soil	6
S_04831	Day_051	Medium-A	Soil	7
S_04832	Day_051	Medium-A	Soil	8
S_04841	Day_051	Medium-B	Water	1
S_04842	Day_051	Medium-B	Water	2
S_04843	Day_051	Medium-B	Water	3
S_04844	Day_051	Medium-B	Water	4
S_04845	Day_051	Medium-B	Soil	1
S_04846	Day_051	Medium-B	Soil	2
S_04847	Day_051	Medium-B	Soil	3
S_04848	Day_051	Medium-B	Soil	4
S_04857	Day_051	Medium-B	Water	5
S_04858	Day_051	Medium-B	Water	6
S_04859	Day_051	Medium-B	Water	7
S_04860	Day_051	Medium-B	Water	8
S_04861	Day_051	Medium-B	Soil	5
S_04862	Day_051	Medium-B	Soil	6
S_04863	Day_051	Medium-B	Soil	7
S_04864	Day_051	Medium-B	Soil	8
S_04873	Day_051	Medium-C	Water	1
S_04874	Day_051	Medium-C	Water	2
S_04875	Day_051	Medium-C	Water	3
S_04876	Day_051	Medium-C	Water	4
S_04877	Day_051	Medium-C	Soil	1
S_04878	Day_051	Medium-C	Soil	2
S_04879	Day_051	Medium-C	Soil	3
S_04880	Day_051	Medium-C	Soil	4
S_04889	Day_051	Medium-C	Water	5
S_04890	Day_051	Medium-C	Water	6
S_04891	Day_051	Medium-C	Water	7
S_04892	Day_051	Medium-C	Water	8
S_04893	Day_051	Medium-C	Soil	5
S_04894	Day_051	Medium-C	Soil	6
S_04895	Day_051	Medium-C	Soil	7
S_04896	Day_051	Medium-C	Soil	8
S_04905	Day_052	Medium-A	Water	1
S_04906	Day_052	Medium-A	Water	2
S_04907	Day_052	Medium-A	Water	3
S_04908	Day_052	Medium-A	Water	4
S_04909	Day_052	Medium-A	Soil	1
S_04910	Day_052	Medium-A	Soil	2
S_04911	Day_052	Medium-A	Soil	3
S_04912	Day_052	Medium-A	Soil	4
S_04921	Day_052	Medium-A	Water	5
S_04922	Day_052	Medium-A	Water	6
S_04923	Day_052	Medium-A	Water	7
S_04924	Day_052	Medium-A	Water	8
S_04925	Day_052	Medium-A	Soil	5
S_04926	Day_052	Medium-A	Soil	6
S_04927	Day_052	Medium-A	Soil	7
S_04928	Day_052	Medium-A	Soil	8
S_04937	Day_052	Medium-B	Water	1
S_04938	Day_052	Medium-B	Water	2
S_04939	Day_052	Medium-B	Water	3
S_04940	Day_052	Medium-B	Water	4
S_04941	Day_052	Medium-B	Soil	1
S_04942	Day_052	Medium-B	Soil	2
S_04943	Day_052	Medium-B	Soil	3
S_04944	Day_052	Medium-B	Soil	4
S_04953	Day_052	Medium-B	Water	5
S_04954	Day_052	Medium-B	Water	6
S_04955	Day_052	Medium-B	Water	7
S_04956	Day_052	Medium-B	Water	8
S_04957	Day_052	Medium-B	Soil	5
S_04958	Day_052	Medium-B	Soil	6
S_04959	Day_052	Medium-B	Soil	7
S_04960	Day_052	Medium-B	Soil	8
S_04969	Day_052	Medium-C	Water	1
S_04970	Day_052	Medium-C	Water	2
S_04971	Day_052	Medium-C	Water	3
S_04972	Day_052	Medium-C	Water	4
S_04973	Day_052	Medium-C	Soil	1
S_04974	Day_052	Medium-C	Soil	2
S_04975	Day_052	Medium-C	Soil	3
S_04976	Day_052	Medium-C	Soil	4
S_04985	Day_052	Medium-C	Water	5
S_04986	Day_052	Medium-C	Water	6
S_04987	Day_052	Medium-C	Water	7
S_04988	Day_052	Medium-C	Water	8
S_04989	Day_052	Medium-C	Soil	5
S_04990	Day_052	Medium-C	Soil	6
S_04991	Day_052	Medium-C	Soil	7
S_04992	Day_052	Medium-C	Soil	8
S_05001	Day_053	Medium-A	Water	1
S_05002	Day_053	Medium-A	Water	2
S_05003	Day_053	Medium-A	Water	3
S_05004	Day_053	Medium-A	Water	4
S_05005	Day_053	Medium-A	Soil	1
S_05006	Day_053	Medium-A	Soil	2
S_05007	Day_053	Medium-A	Soil	3
S_05008	Day_053	Medium-A	Soil	4
S_05017	Day_053	Medium-A	Water	5
S_05018	Day_053	Medium-A	Water	6
S_05019	Day_053	Medium-A	Water	7
S_05020	Day_053	Medium-A	Water	8
S_05021	Day_053	Medium-A	Soil	5
S_05022	Day_053	Medium-A	Soil	6
S_05023	Day_053	Medium-A	Soil	7
S_05024	Day_053	Medium-A	Soil	8
S_05033	Day_053	Medium-B	Water	1
S_05034	Day_053	Medium-B	Water	2
S_05035	Day_053	Medium-B	Water	3
S_05036	Day_053	Medium-B	Water	4
S_05037	Day_053	Medium-B	Soil	1
S_05038	Day_053	Medium-B	Soil	2
S_05039	Day_053	Medium-B	Soil	3
S_05040	Day_053	Medium-B	Soil	4
S_05049	Day_053	Medium-B	Water	5
S_05050	Day_053	Medium-B	Water	6
S_05051	Day_053	Medium-B	Water	7
S_05052	Day_053	Medium-B	Water	8
S_05053	Day_053	Medium-B	Soil	5
S_05054	Day_053	Medium-B	Soil	6
S_05055	Day_053	Medium-B	Soil	7
S_05056	Day_053	Medium-B	Soil	8
S_05065	Day_053	Medium-C	Water	1
S_05066	Day_053	Medium-C	Water	2
S_05067	Day_053	Medium-C	Water	3
S_05068	Day_053	Medium-C	Water	4
S_05069	Day_053	Medium-C	Soil	1
S_05070	Day_053	Medium-C	Soil	2
S_05071	Day_053	Medium-C	Soil	3
S_05072	Day_053	Medium-C	Soil	4
S_05081	Day_053	Medium-C	Water	5
S_05082	Day_053	Medium-C	Water	6
S_05083	Day_053	Medium-C	Water	7
S_05084	Day_053	Medium-C	Water	8
S_05085	Day_053	Medium-C	Soil	5
S_05086	Day_053	Medium-C	Soil	6
S_05087	Day_053	Medium-C	Soil	7
S_05088	Day_053	Medium-C	Soil	8
S_05097	Day_054	Medium-A	Water	1
S_05098	Day_054	Medium-A	Water	2
S_05099	Day_054	Medium-A	Water	3
S_05100	Day_054	Medium-A	Water	4
S_05101	Day_054	Medium-A	Soil	1
S_05102	Day_054	Medium-A	Soil	2
S_05103	Day_054	Medium-A	Soil	3
S_05104	Day_054	Medium-A	Soil	4
S_05113	Day_054	Medium-A	Water	5
S_05114	Day_054	Medium-A	Water	6
S_05115	Day_054	Medium-A	Water	7
S_05116	Day_054	Medium-A	Water	8
S_05117	Day_054	Medium-A	Soil	5
S_05118	Day_054	Medium-A	Soil	6
S_05119	Day_054	Medium-A	Soil	7
S_05120	Day_054	Medium-A	Soil	8
S_05129	Day_054	Medium-B	Water	1
S_05130	Day_054	Medium-B	Water	2
S_05131	Day_054	Medium-B	Water	3
S_05132	Day_054	Medium-B	Water	4
S_05133	Day_054	Medium-B	Soil	1
S_05134	Day_054	Medium-B	Soil	2
S_05135	Day_054	Medium-B	Soil	3
S_05136	Day_054	Medium-B	Soil	4
S_05145	Day_054	Medium-B	Water	5
S_05146	Day_054	Medium-B	Water	6
S_05147	Day_054	Medium-B	Water	7
S_05148	Day_054	Medium-B	Water	8
S_05149	Day_054	Medium-B	Soil	5
S_05150	Day_054	Medium-B	Soil	6
S_05151	Day_054	Medium-B	Soil	7
S_05152	Day_054	Medium-B	Soil	8
S_05161	Day_054	Medium-C	Water	1
S_05162	Day_054	Medium-C	Water	2
S_05163	Day_054	Medium-C	Water	3
S_05164	Day_054	Medium-C	Water	4
S_05165	Day_054	Medium-C	Soil	1
S_05166	Day_054	Medium-C	Soil	2
S_05167	Day_054	Medium-C	Soil	3
S_05168	Day_054	Medium-C	Soil	4
S_05177	Day_054	Medium-C	Water	5
S_05178	Day_054	Medium-C	Water	6
S_05179	Day_054	Medium-C	Water	7
S_05180	Day_054	Medium-C	Water	8
S_05181	Day_054	Medium-C	Soil	5
S_05182	Day_054	Medium-C	Soil	6
S_05183	Day_054	Medium-C	Soil	7
S_05184	Day_054	Medium-C	Soil	8
S_05193	Day_055	Medium-A	Water	1
S_05194	Day_055	Medium-A	Water	2
S_05195	Day_055	Medium-A	Water	3
S_05196	Day_055	Medium-A	Water	4
